0.96,0.02,-0.03
0.96,0.02,-0.03
0.95,0.02,-0.03
0.95,0.02,-0.03
0.95,0.02,-0.03
0.94,0.02,-0.03
0.94,0.02,-0.03
0.94,0.02,-0.03
0.93,0.02,-0.04
0.93,0.02,-0.04
0.93,0.02,-0.04
0.92,0.02,-0.04
0.92,0.02,-0.04
0.92,0.02,-0.04
0.91,0.02,-0.04
0.91,0.02,-0.04
0.91,0.02,-0.04
0.90,0.02,-0.04
0.90,0.02,-0.04
0.90,0.02,-0.04
0.90,0.02,-0.04
0.89,0.02,-0.04
0.89,0.02,-0.04
0.89,0.02,-0.04
0.89,0.02,-0.04
0.88,0.02,-0.04
0.88,0.02,-0.04
0.88,0.02,-0.04
0.88,0.02,-0.04
0.88,0.02,-0.04
0.87,0.02,-0.04
0.87,0.02,-0.04
0.87,0.02,-0.04
0.87,0.02,-0.04
0.87,0.02,-0.04
0.86,0.02,-0.04
0.86,0.02,-0.04
0.86,0.02,-0.04
0.86,0.02,-0.04
0.86,0.02,-0.03
0.87,0.02,-0.03
0.89,0.02,-0.03
0.91,0.02,-0.03
0.94,0.02,-0.03
0.98,0.02,-0.02
1.02,0.02,-0.02
1.07,0.02,-0.02
1.12,0.02,-0.02
1.17,0.02,-0.02
1.22,0.02,-0.02
1.27,0.02,-0.02
1.32,0.02,-0.02
1.37,0.02,-0.01
1.41,0.02,-0.01
1.46,0.02,-0.01
1.51,0.02,-0.01
1.56,0.02,-0.01
1.60,0.02,-0.01
1.64,0.02,-0.01
1.68,0.02,-0.01
1.72,0.02,-0.01
1.76,0.02,-0.01
1.79,0.02,-0.01
1.81,0.02,-0.01
1.84,0.02,-0.01
1.87,0.02,-0.01
1.90,0.02,-0.01
1.92,0.02,-0.01
1.94,0.02,-0.01
1.97,0.02,-0.01
1.99,0.02,-0.01
2.01,0.02,-0.01
2.03,0.02,-0.01
2.04,0.02,-0.01
2.06,0.02,-0.01
2.08,0.02,-0.01
2.09,0.02,-0.01
2.11,0.02,-0.01
2.12,0.02,-0.01
2.13,0.02,-0.01
2.14,0.02,-0.01
2.15,0.02,-0.01
2.16,0.02,-0.01
2.17,0.02,-0.01
2.18,0.02,-0.01
2.19,0.02,-0.01
2.19,0.02,-0.01
2.20,0.02,-0.01
2.21,0.02,-0.01
2.21,0.02,-0.01
2.22,0.02,-0.01
2.22,0.02,-0.01
2.23,0.02,-0.01
2.23,0.02,-0.01
2.24,0.02,-0.01
2.25,0.02,-0.01
2.26,0.02,0.00
2.28,0.02,0.00
2.31,0.02,0.00
2.35,0.02,0.01
2.40,0.02,0.01
2.46,0.02,0.02
2.53,0.02,0.02
2.62,0.02,0.03
2.72,0.02,0.03
2.84,0.02,0.04
2.98,0.02,0.04
3.14,0.02,0.04
3.33,0.02,0.05
3.56,0.02,0.05
3.82,0.02,0.05
4.11,0.01,0.06
4.38,0.01,0.06
4.74,0.01,0.06
5.13,0.01,0.06
5.56,0.01,0.06
6.02,0.01,0.06
6.51,0.01,0.06
7.03,0.01,0.06
7.58,0.01,0.06
8.16,0.01,0.05
8.76,0.01,0.05
9.37,0.01,0.05
10.00,0.01,0.04
10.54,0.01,0.04
11.19,0.01,0.03
11.73,0.01,0.02
12.37,0.01,0.01
13.02,0.01,0.01
13.54,0.01,0.00
14.16,0.01,-0.01
14.75,0.01,-0.02
15.33,0.01,-0.03
15.86,0.01,-0.04
16.36,0.01,-0.05
16.82,0.01,-0.05
17.23,0.01,-0.06
17.59,0.01,-0.07
17.91,0.01,-0.07
18.16,0.01,-0.07
18.37,0.01,-0.07
18.51,0.01,-0.07
18.61,0.01,-0.07
18.64,0.01,-0.07
18.64,0.01,-0.07
18.58,0.01,-0.07
18.47,0.01,-0.07
18.35,0.01,-0.06
18.16,0.01,-0.06
17.92,0.01,-0.06
17.64,0.01,-0.05
17.33,0.01,-0.05
16.98,0.01,-0.05
16.66,0.01,-0.05
16.25,0.01,-0.05
15.81,0.01,-0.05
15.34,0.01,-0.05
14.84,0.00,-0.05
14.32,0.00,-0.05
13.77,0.00,-0.05
13.20,0.00,-0.05
12.61,0.00,-0.05
12.00,0.00,-0.05
11.38,0.00,-0.05
10.84,0.00,-0.05
10.18,0.00,-0.05
9.51,0.00,-0.05
8.83,0.00,-0.05
8.14,0.00,-0.05
7.45,0.00,-0.06
6.77,0.00,-0.06
6.10,0.00,-0.06
5.45,0.00,-0.06
4.83,0.00,-0.06
4.24,0.00,-0.06
3.68,0.00,-0.05
3.17,0.00,-0.05
2.70,0.00,-0.05
2.28,0.00,-0.05
1.90,0.00,-0.05
1.58,0.00,-0.04
1.30,0.00,-0.04
1.07,0.00,-0.04
0.89,0.00,-0.04
0.76,0.00,-0.03
0.68,0.00,-0.03
0.64,0.00,-0.03
0.64,0.00,-0.03
0.68,0.00,-0.03
0.74,0.00,-0.03
0.84,0.00,-0.02
0.93,0.00,-0.02
1.05,0.00,-0.02
1.18,0.00,-0.02
1.32,0.00,-0.02
1.46,0.00,-0.02
1.61,0.00,-0.02
1.75,0.00,-0.02
1.89,0.00,-0.02
2.03,0.00,-0.02
2.16,0.00,-0.02
2.26,0.00,-0.02
2.37,0.00,-0.02
2.47,0.00,-0.02
2.58,0.00,-0.02
2.69,0.00,-0.02
2.79,0.00,-0.02
2.88,0.00,-0.02
2.97,0.00,-0.02
3.06,0.01,-0.02
3.14,0.01,-0.02
3.21,0.01,-0.02
3.28,0.02,-0.02
3.35,0.02,-0.02
3.41,0.03,-0.02
3.46,0.03,-0.02
3.52,0.04,-0.02
3.57,0.04,-0.02
3.61,0.04,-0.02
3.65,0.05,-0.02
3.69,0.05,-0.02
3.72,0.05,-0.02
3.76,0.05,-0.02
3.78,0.05,-0.02
3.82,0.06,-0.02
3.84,0.06,-0.02
3.87,0.06,-0.02
3.89,0.06,-0.02
3.92,0.07,-0.02
3.94,0.07,-0.02
3.96,0.08,-0.02
3.97,0.08,-0.02
3.99,0.09,-0.02
4.01,0.09,-0.02
4.02,0.09,-0.02
4.03,0.09,-0.02
4.05,0.10,-0.02
4.06,0.10,-0.02
4.07,0.10,-0.02
4.08,0.10,-0.02
4.09,0.10,-0.02
4.10,0.10,-0.02
4.10,0.10,-0.02
4.11,0.10,-0.02
4.12,0.10,-0.02
4.13,0.10,-0.02
4.13,0.10,-0.02
4.14,0.10,-0.02
4.15,0.10,-0.02
4.15,0.10,-0.02
4.16,0.10,-0.02
4.16,0.10,-0.02
4.17,0.10,-0.02
4.17,0.10,-0.02
4.18,0.10,-0.02
4.18,0.10,-0.02
4.18,0.11,-0.02
4.19,0.10,-0.02
4.19,0.10,-0.02
4.19,0.10,-0.02
4.20,0.10,-0.02
4.20,0.09,-0.02
4.20,0.09,-0.02
4.20,0.09,-0.02
4.21,0.08,-0.02
4.21,0.08,-0.02
4.21,0.08,-0.02
4.21,0.08,-0.02
4.21,0.08,-0.02
4.22,0.08,-0.02
4.22,0.08,-0.02
4.22,0.07,-0.02
4.22,0.07,-0.02
4.22,0.07,-0.02
4.22,0.07,-0.02
4.22,0.07,-0.02
4.23,0.07,-0.02
4.23,0.07,-0.02
4.23,0.07,-0.02
4.23,0.07,-0.02
4.23,0.07,-0.02
4.23,0.07,-0.02
4.23,0.07,-0.02
4.23,0.06,-0.02
4.23,0.06,-0.02
4.24,0.06,-0.02
4.24,0.05,-0.02
4.24,0.05,-0.02
4.24,0.05,-0.02
4.24,0.05,-0.02
4.24,0.05,-0.02
4.24,0.05,-0.02
4.24,0.04,-0.02
4.24,0.04,-0.02
4.24,0.04,-0.02
4.24,0.04,-0.02
4.24,0.04,-0.02
4.24,0.04,-0.02
4.24,0.04,-0.02
4.24,0.04,-0.02
4.24,0.04,-0.02
4.24,0.04,-0.02
4.24,0.04,-0.02
4.25,0.04,-0.02
4.25,0.04,-0.02
4.25,0.04,-0.02
4.25,0.04,-0.02
4.25,0.04,-0.02
4.25,0.04,-0.02
4.25,0.04,-0.02
4.25,0.04,-0.02
4.25,0.04,-0.02
4.25,0.04,-0.02
4.25,0.04,-0.02
4.25,0.04,-0.02
4.25,0.04,-0.02
4.25,0.04,-0.02
4.25,0.04,-0.02
4.24,0.04,-0.02
4.24,0.04,-0.02
4.24,0.04,-0.01
4.23,0.04,-0.01
4.23,0.04,-0.01
4.22,0.04,-0.01
4.22,0.04,-0.01
4.22,0.04,-0.01
4.21,0.04,-0.01
4.21,0.04,-0.01
4.21,0.04,-0.01
4.20,0.04,-0.01
4.20,0.04,-0.01
4.19,0.04,-0.01
4.19,0.04,-0.01
4.19,0.04,-0.01
4.18,0.04,-0.01
4.18,0.04,-0.01
4.18,0.04,-0.01
4.18,0.04,-0.01
4.17,0.04,-0.01
4.17,0.04,-0.01
4.17,0.04,-0.01
